,Datetime,Open,High,Low,Close,Adj Close,Volume
48,2022-01-03 00:00:00+00:00,47338.8828125,47338.8828125,47145.5859375,47177.5625,47177.5625,15276505088
49,2022-01-03 01:00:00+00:00,47173.953125,47173.953125,47019.51953125,47124.046875,47124.046875,0
50,2022-01-03 02:00:00+00:00,47124.23828125,47131.10546875,46939.66796875,47024.04296875,47024.04296875,438231040
51,2022-01-03 03:00:00+00:00,47018.8515625,47060.92578125,46810.390625,46862.2890625,46862.2890625,102170624
52,2022-01-03 04:00:00+00:00,46852.5390625,46934.41015625,46818.421875,46865.328125,46865.328125,0
53,2022-01-03 05:00:00+00:00,46863.2109375,47126.1953125,46820.12890625,47083.6328125,47083.6328125,0
54,2022-01-03 06:00:00+00:00,47086.08203125,47100.63671875,46963.74609375,46963.74609375,46963.74609375,0
55,2022-01-03 07:00:00+00:00,46960.9765625,47039.68359375,46903.2734375,47030.70703125,47030.70703125,669745152
56,2022-01-03 08:00:00+00:00,47042.22265625,47090.76171875,46974.0625,46977.48828125,46977.48828125,129009664
57,2022-01-03 09:00:00+00:00,46989.0390625,47072.1875,46832.1328125,46964.49609375,46964.49609375,2563012608
58,2022-01-03 10:00:00+00:00,46967.11328125,47212.375,46967.11328125,47154.6953125,47154.6953125,953528320
59,2022-01-03 11:00:00+00:00,47151.0078125,47369.79296875,47151.0078125,47369.79296875,47369.79296875,578039808
60,2022-01-03 12:00:00+00:00,47369.8125,47501.3984375,47239.62109375,47239.62109375,47239.62109375,244619264
61,2022-01-03 13:00:00+00:00,47237.953125,47315.50390625,47230.87890625,47230.87890625,47230.87890625,297961472
62,2022-01-03 14:00:00+00:00,47187.1328125,47239.2578125,46926.80859375,46926.80859375,46926.80859375,825651200
63,2022-01-03 15:00:00+00:00,46925.8359375,46979.921875,46716.8125,46716.8125,46716.8125,0
64,2022-01-03 16:00:00+00:00,46721.62890625,46765.45703125,46396.578125,46503.19140625,46503.19140625,0
65,2022-01-03 17:00:00+00:00,46501.67578125,46759.625,46486.76953125,46668.16015625,46668.16015625,0
66,2022-01-03 18:00:00+00:00,46644.765625,46708.3203125,46488.83984375,46521.359375,46521.359375,0
67,2022-01-03 19:00:00+00:00,46520.0078125,46641.5625,46454.51171875,46504.75390625,46504.75390625,0
68,2022-01-03 20:00:00+00:00,46395.80078125,46415.76171875,45842.14453125,45899.859375,45899.859375,1090951168
69,2022-01-03 21:00:00+00:00,45897.9453125,46189.88671875,45876.88671875,46112.375,46112.375,475514880
70,2022-01-03 22:00:00+00:00,46033.22265625,46371.6796875,46030.5859375,46225.8046875,46225.8046875,371451904
71,2022-01-03 23:00:00+00:00,46238.15234375,46534.484375,46238.15234375,46458.95703125,46458.95703125,331288576
72,2022-01-04 00:00:00+00:00,46461.95703125,46505.2265625,46218.3125,46218.3125,46218.3125,198819840
73,2022-01-04 01:00:00+00:00,46221.35546875,46221.35546875,46221.35546875,46221.35546875,46221.35546875,18040832
74,2022-01-04 02:00:00+00:00,46084.10546875,46220.890625,46084.10546875,46150.83203125,46150.83203125,0
75,2022-01-04 03:00:00+00:00,46147.80078125,46357.2265625,46064.18359375,46344.86328125,46344.86328125,35205120
76,2022-01-04 04:00:00+00:00,46337.07421875,46369.71484375,46116.91796875,46150.8984375,46150.8984375,463955968
77,2022-01-04 05:00:00+00:00,46140.44140625,46271.44140625,46092.7109375,46155.01953125,46155.01953125,0
78,2022-01-04 06:00:00+00:00,46178.734375,46366.58203125,46157.84375,46366.58203125,46366.58203125,480387072
79,2022-01-04 07:00:00+00:00,46364.921875,46520.62109375,46364.2421875,46490.25,46490.25,549726208
80,2022-01-04 08:00:00+00:00,46496.80859375,46612.78515625,46478.40625,46492.33203125,46492.33203125,829190144
81,2022-01-04 09:00:00+00:00,46494.37109375,46586.55859375,46368.39453125,46368.55078125,46368.55078125,0
82,2022-01-04 10:00:00+00:00,46369.8203125,46680.30078125,46348.109375,46676.80078125,46676.80078125,93769728
83,2022-01-04 11:00:00+00:00,46677.640625,46727.8984375,46646.0234375,46720.56640625,46720.56640625,0
84,2022-01-04 12:00:00+00:00,46720.2109375,46720.3984375,46517.10546875,46588.8125,46588.8125,0
85,2022-01-04 13:00:00+00:00,46602.96484375,46950.58203125,46475.77734375,46924.4375,46924.4375,969723904
86,2022-01-04 14:00:00+00:00,46930.74609375,47346.37109375,46849.08984375,47321.53125,47321.53125,1958604800
87,2022-01-04 15:00:00+00:00,47318.97265625,47406.546875,46966.52734375,46966.52734375,46966.52734375,1225805824
88,2022-01-04 16:00:00+00:00,46963.25,46963.25,46722.6875,46838.2109375,46838.2109375,0
89,2022-01-04 17:00:00+00:00,46792.34765625,46938.0,46731.078125,46731.078125,46731.078125,0
90,2022-01-04 18:00:00+00:00,46703.296875,46720.23828125,45830.89453125,45834.19140625,45834.19140625,3696664576
91,2022-01-04 19:00:00+00:00,45811.59765625,46323.75,45752.46484375,46021.13671875,46021.13671875,1627631616
92,2022-01-04 20:00:00+00:00,46025.08203125,46377.8125,46025.08203125,46285.3203125,46285.3203125,0
93,2022-01-04 21:00:00+00:00,46287.0546875,46287.0546875,46108.97265625,46239.125,46239.125,2964451328
94,2022-01-04 22:00:00+00:00,46232.51953125,46233.5625,46072.7109375,46131.2578125,46131.2578125,0
95,2022-01-04 23:00:00+00:00,46134.84765625,46147.41015625,45858.42578125,45896.5078125,45896.5078125,0
96,2022-01-05 00:00:00+00:00,45888.55078125,46268.390625,45829.6875,46268.390625,46268.390625,1838686208
97,2022-01-05 01:00:00+00:00,46269.8671875,46310.296875,46186.36328125,46186.36328125,46186.36328125,100335616
98,2022-01-05 02:00:00+00:00,46185.26171875,46370.3515625,46156.68359375,46344.4609375,46344.4609375,0
99,2022-01-05 03:00:00+00:00,46342.83203125,46475.03515625,46320.17578125,46425.01171875,46425.01171875,36741120
100,2022-01-05 04:00:00+00:00,46420.02734375,46466.234375,46377.06640625,46378.13671875,46378.13671875,1151344640
101,2022-01-05 05:00:00+00:00,46403.3828125,46406.9140625,46275.5390625,46332.19921875,46332.19921875,0
102,2022-01-05 06:00:00+00:00,46335.45703125,46445.859375,46306.9296875,46445.859375,46445.859375,0
103,2022-01-05 07:00:00+00:00,46447.7734375,46458.75,46381.01953125,46405.99609375,46405.99609375,0
104,2022-01-05 08:00:00+00:00,46401.5234375,46599.89453125,46310.16796875,46582.99609375,46582.99609375,0
105,2022-01-05 09:00:00+00:00,46593.09375,46854.4453125,46593.09375,46792.84375,46792.84375,74446848
106,2022-01-05 10:00:00+00:00,46796.75390625,46929.046875,46724.0625,46786.22265625,46786.22265625,329369600
107,2022-01-05 11:00:00+00:00,46789.55078125,46818.0546875,46254.69921875,46266.4921875,46266.4921875,0
108,2022-01-05 12:00:00+00:00,46287.78125,46345.26171875,46057.9296875,46242.82421875,46242.82421875,624246784
109,2022-01-05 13:00:00+00:00,46242.6953125,46420.0234375,46171.26953125,46400.05078125,46400.05078125,0
110,2022-01-05 14:00:00+00:00,46402.4921875,46571.2421875,46271.93359375,46571.2421875,46571.2421875,0
111,2022-01-05 15:00:00+00:00,46690.3359375,46724.42578125,46487.828125,46589.5546875,46589.5546875,0
112,2022-01-05 16:00:00+00:00,46597.08984375,46619.36328125,46344.4375,46345.828125,46345.828125,0
113,2022-01-05 17:00:00+00:00,46341.578125,46461.0703125,46178.41796875,46192.41796875,46192.41796875,297291776
114,2022-01-06 00:00:00+00:00,43565.51171875,43746.0625,43429.03125,43689.9609375,43689.9609375,1369346048
115,2022-01-06 01:00:00+00:00,43687.6875,43748.71875,43423.53515625,43552.40625,43552.40625,317161472
116,2022-01-06 02:00:00+00:00,43537.88671875,43593.39453125,43307.24609375,43341.28125,43341.28125,446377984
117,2022-01-06 03:00:00+00:00,43323.44921875,43332.92578125,42946.09765625,42946.09765625,42946.09765625,549392384
118,2022-01-06 04:00:00+00:00,42918.84765625,43104.58984375,42761.45703125,43071.04296875,43071.04296875,1380364288
119,2022-01-06 05:00:00+00:00,43074.80078125,43199.5234375,42981.10546875,43090.28125,43090.28125,877666304
120,2022-01-06 06:00:00+00:00,43085.04296875,43198.78515625,42988.5,43084.53125,43084.53125,495910912
121,2022-01-06 07:00:00+00:00,43088.703125,43249.3828125,43072.50390625,43249.3828125,43249.3828125,591630336
122,2022-01-06 08:00:00+00:00,43266.04296875,43266.546875,43009.578125,43096.984375,43096.984375,406544384
123,2022-01-06 09:00:00+00:00,43093.5546875,43093.5546875,42645.5390625,42645.5390625,42645.5390625,517181440
124,2022-01-06 10:00:00+00:00,42647.953125,42910.88671875,42647.953125,42898.7890625,42898.7890625,600498176
125,2022-01-06 11:00:00+00:00,42900.18359375,42929.05078125,42767.6796875,42903.34375,42903.34375,45051904
126,2022-01-06 12:00:00+00:00,42898.30078125,42975.88671875,42732.9375,42975.88671875,42975.88671875,0
127,2022-01-06 13:00:00+00:00,42974.37890625,43159.5546875,42968.0390625,43158.60546875,43158.60546875,537710592
128,2022-01-06 14:00:00+00:00,43167.078125,43211.2734375,42966.91796875,42966.91796875,42966.91796875,97648640
129,2022-01-06 15:00:00+00:00,42954.890625,43026.3671875,42812.69140625,43015.50390625,43015.50390625,210051072
130,2022-01-06 16:00:00+00:00,42986.484375,43065.05859375,42866.22265625,42922.35546875,42922.35546875,0
131,2022-01-06 17:00:00+00:00,42925.40625,43161.2109375,42895.87109375,43078.87890625,43078.87890625,160088064
132,2022-01-06 18:00:00+00:00,43064.2734375,43341.21484375,43063.2265625,43310.06640625,43310.06640625,0
133,2022-01-06 19:00:00+00:00,43361.41796875,43414.7265625,43302.71875,43393.61328125,43393.61328125,0
134,2022-01-07 00:00:00+00:00,43139.3984375,43152.97265625,42861.828125,42892.796875,42892.796875,0
135,2022-01-07 01:00:00+00:00,42886.4375,43009.83203125,42859.76953125,42999.421875,42999.421875,0
136,2022-01-07 02:00:00+00:00,42997.87890625,42998.78125,42845.0703125,42845.0703125,42845.0703125,0
137,2022-01-07 03:00:00+00:00,42844.72265625,42854.76171875,41859.71875,41859.71875,41859.71875,1668397056
138,2022-01-07 04:00:00+00:00,41825.51171875,41890.4296875,41237.05078125,41632.14453125,41632.14453125,1782714368
139,2022-01-07 05:00:00+00:00,41642.68359375,41893.18359375,41623.2265625,41749.93359375,41749.93359375,480376832
140,2022-01-07 06:00:00+00:00,41833.06640625,41835.7265625,41502.23046875,41556.09765625,41556.09765625,325990400
141,2022-01-07 07:00:00+00:00,41587.15625,41707.96484375,41310.78125,41697.765625,41697.765625,22312800256
142,2022-01-07 08:00:00+00:00,41715.75390625,42383.98046875,41691.07421875,42160.60546875,42160.60546875,3684216832
143,2022-01-07 09:00:00+00:00,42150.2890625,42529.34765625,42128.10546875,42475.91796875,42475.91796875,1995280384
144,2022-01-07 10:00:00+00:00,42454.86328125,42495.5,42261.03515625,42261.03515625,42261.03515625,894103552
145,2022-01-07 11:00:00+00:00,42256.69921875,42325.82421875,42215.07421875,42261.05078125,42261.05078125,1101373440
146,2022-01-07 12:00:00+00:00,42259.5625,42467.9375,42259.5625,42398.515625,42398.515625,1479639040
147,2022-01-07 13:00:00+00:00,42394.87890625,42524.6484375,41547.078125,41571.40234375,41571.40234375,2587742208
148,2022-01-07 14:00:00+00:00,41560.95703125,41987.65625,41518.203125,41963.72265625,41963.72265625,3840073728
149,2022-01-07 15:00:00+00:00,41946.3984375,41946.3984375,41100.0625,41292.8125,41292.8125,3046375424
150,2022-01-07 16:00:00+00:00,41288.5625,41989.921875,41077.4453125,41989.921875,41989.921875,3650363392
151,2022-01-07 17:00:00+00:00,41992.90234375,42134.08203125,41833.015625,41969.53125,41969.53125,3398180864
152,2022-01-07 18:00:00+00:00,41972.52734375,42008.4453125,41666.484375,41716.01953125,41716.01953125,479272960
153,2022-01-07 19:00:00+00:00,41719.453125,41810.68359375,41629.40234375,41798.5546875,41798.5546875,2731196416
154,2022-01-07 20:00:00+00:00,41797.7109375,42009.109375,41659.046875,42007.82421875,42007.82421875,3073892352
155,2022-01-07 21:00:00+00:00,41995.30078125,42008.96484375,41896.26171875,41922.97265625,41922.97265625,0
156,2022-01-07 22:00:00+00:00,41923.05859375,41923.05859375,41515.39453125,41525.34765625,41525.34765625,0
157,2022-01-07 23:00:00+00:00,41532.953125,41590.8203125,41444.83203125,41564.23828125,41564.23828125,0
158,2022-01-08 00:00:00+00:00,41561.46484375,42017.07421875,41561.46484375,42017.07421875,42017.07421875,0
159,2022-01-08 01:00:00+00:00,42003.9296875,42181.23828125,41941.64453125,41942.87109375,41942.87109375,0
160,2022-01-08 02:00:00+00:00,41942.02734375,41949.58203125,41772.8984375,41863.27734375,41863.27734375,0
161,2022-01-08 03:00:00+00:00,41867.46875,41883.046875,41726.19140625,41852.03515625,41852.03515625,0
162,2022-01-08 04:00:00+00:00,41854.81640625,41984.44140625,41823.9375,41943.2890625,41943.2890625,0
163,2022-01-08 05:00:00+00:00,41937.81640625,41999.72265625,41878.66015625,41997.1328125,41997.1328125,0
164,2022-01-08 06:00:00+00:00,41998.203125,41998.5078125,41837.6171875,41949.89453125,41949.89453125,0
165,2022-01-08 07:00:00+00:00,41947.9609375,41981.24609375,41905.76171875,41914.66015625,41914.66015625,0
166,2022-01-08 08:00:00+00:00,41919.6171875,42128.4140625,41919.6171875,42002.53515625,42002.53515625,0
167,2022-01-08 09:00:00+00:00,42002.82421875,42150.8359375,41988.99609375,42150.8359375,42150.8359375,0
168,2022-01-08 10:00:00+00:00,42148.5390625,42164.0859375,41913.15234375,41925.6953125,41925.6953125,0
169,2022-01-08 11:00:00+00:00,41924.4296875,41963.59765625,41840.71875,41960.7109375,41960.7109375,0
170,2022-01-08 12:00:00+00:00,41962.35546875,42034.5546875,41825.3203125,41878.83203125,41878.83203125,0
171,2022-01-08 13:00:00+00:00,41878.8203125,41993.68359375,41755.5546875,41913.25390625,41913.25390625,0
172,2022-01-08 14:00:00+00:00,41916.84375,41973.359375,41808.984375,41826.69140625,41826.69140625,0
173,2022-01-08 15:00:00+00:00,41823.140625,41823.140625,41572.4296875,41617.91796875,41617.91796875,0
174,2022-01-08 16:00:00+00:00,41618.59375,41714.70703125,41439.4453125,41462.921875,41462.921875,0
175,2022-01-08 17:00:00+00:00,41455.05859375,41455.05859375,40966.0390625,40966.0390625,40966.0390625,0
176,2022-01-08 18:00:00+00:00,40947.265625,41200.31640625,40672.27734375,40836.4921875,40836.4921875,0
177,2022-01-08 19:00:00+00:00,40809.78515625,40960.3359375,40730.8828125,40868.40234375,40868.40234375,0
178,2022-01-08 20:00:00+00:00,40855.078125,41102.80078125,40807.20703125,40955.37109375,40955.37109375,0
179,2022-01-08 21:00:00+00:00,40957.71875,41899.80078125,40957.71875,41812.95703125,41812.95703125,990976000
180,2022-01-08 22:00:00+00:00,41812.90234375,42228.94140625,41777.6953125,41995.1015625,41995.1015625,610437120
181,2022-01-08 23:00:00+00:00,41997.578125,41997.578125,41744.05859375,41744.05859375,41744.05859375,0
182,2022-01-09 00:00:00+00:00,41734.7265625,41804.54296875,41507.33984375,41783.2890625,41783.2890625,323332096
183,2022-01-09 01:00:00+00:00,41782.59765625,41872.53125,41691.890625,41768.54296875,41768.54296875,0
184,2022-01-09 02:00:00+00:00,41772.31640625,42119.6171875,41772.31640625,42102.296875,42102.296875,404137984
185,2022-01-09 03:00:00+00:00,42102.96484375,42102.96484375,41867.67578125,41874.44140625,41874.44140625,0
186,2022-01-09 04:00:00+00:00,41875.30078125,42083.56640625,41868.234375,42058.29296875,42058.29296875,92497920
187,2022-01-09 05:00:00+00:00,42064.23828125,42083.8828125,41777.82421875,41777.82421875,41777.82421875,0
188,2022-01-09 06:00:00+00:00,41782.8203125,41919.70703125,41748.4609375,41901.16796875,41901.16796875,0
189,2022-01-09 07:00:00+00:00,41900.71484375,41922.890625,41829.90625,41842.015625,41842.015625,0
190,2022-01-09 08:00:00+00:00,41841.34375,41936.07421875,41669.140625,41732.6171875,41732.6171875,0
191,2022-01-09 09:00:00+00:00,41728.3359375,41772.48046875,41568.7421875,41570.33984375,41570.33984375,0
192,2022-01-09 10:00:00+00:00,41563.375,41690.51953125,41500.234375,41645.06640625,41645.06640625,0
193,2022-01-09 11:00:00+00:00,41650.71484375,41911.484375,41650.71484375,41839.71875,41839.71875,76584960
194,2022-01-09 12:00:00+00:00,41842.46875,41876.56640625,41718.41796875,41797.16015625,41797.16015625,0
195,2022-01-09 13:00:00+00:00,41795.87109375,41864.2890625,41603.55859375,41605.3671875,41605.3671875,0
196,2022-01-09 14:00:00+00:00,41591.50390625,41744.46875,41562.8359375,41640.10546875,41640.10546875,102346752
197,2022-01-09 15:00:00+00:00,41639.8359375,41639.8359375,41338.16015625,41604.26953125,41604.26953125,0
198,2022-01-09 16:00:00+00:00,41611.52734375,42031.53515625,41607.4375,42031.53515625,42031.53515625,0
199,2022-01-09 17:00:00+00:00,42038.51171875,42109.0859375,41955.875,42044.78515625,42044.78515625,0
200,2022-01-09 18:00:00+00:00,42047.2890625,42190.27734375,42038.69140625,42038.69140625,42038.69140625,0
201,2022-01-09 19:00:00+00:00,42027.34765625,42596.875,42007.2265625,42595.96875,42595.96875,0
202,2022-01-09 20:00:00+00:00,42631.0859375,42663.94921875,42447.1015625,42460.34765625,42460.34765625,0
203,2022-01-09 21:00:00+00:00,42463.51953125,42502.73046875,42353.8203125,42363.9140625,42363.9140625,0
204,2022-01-09 22:00:00+00:00,42361.21484375,42469.296875,42199.83984375,42205.0625,42205.0625,0
205,2022-01-09 23:00:00+00:00,42207.8671875,42264.29296875,41848.11328125,41910.51171875,41910.51171875,90257408
206,2022-01-10 00:00:00+00:00,41910.23046875,42026.25390625,41772.81640625,41772.81640625,41772.81640625,21846016
207,2022-01-10 01:00:00+00:00,41766.47265625,41844.265625,41717.4453125,41841.09765625,41841.09765625,0
208,2022-01-10 02:00:00+00:00,41840.5625,41992.453125,41791.74609375,41973.1015625,41973.1015625,0
209,2022-01-10 03:00:00+00:00,41972.22265625,41995.00390625,41919.1015625,41978.28515625,41978.28515625,0
210,2022-01-10 04:00:00+00:00,41978.4609375,42198.05859375,41963.91015625,42198.05859375,42198.05859375,135274496
211,2022-01-10 05:00:00+00:00,42198.58203125,42199.484375,42026.91796875,42052.02734375,42052.02734375,0
212,2022-01-10 06:00:00+00:00,42053.77734375,42059.57421875,41931.90234375,41948.34765625,41948.34765625,115337216
213,2022-01-10 07:00:00+00:00,41948.51171875,42106.7890625,41948.51171875,42043.69921875,42043.69921875,213147648
214,2022-01-10 08:00:00+00:00,42046.921875,42094.53125,41800.828125,41839.57421875,41839.57421875,256000
215,2022-01-10 09:00:00+00:00,41838.6640625,41925.4453125,41777.6328125,41870.38671875,41870.38671875,0
216,2022-01-10 10:00:00+00:00,41865.47265625,41958.46484375,41817.7734375,41830.12890625,41830.12890625,0
217,2022-01-10 11:00:00+00:00,41832.02734375,41832.91015625,41597.73046875,41619.109375,41619.109375,448923648
218,2022-01-10 12:00:00+00:00,41617.51953125,41617.51953125,41085.55078125,41089.62890625,41089.62890625,901445632
219,2022-01-10 13:00:00+00:00,41079.11328125,41082.45703125,40829.8125,40859.1015625,40859.1015625,770766848
220,2022-01-10 14:00:00+00:00,40840.80859375,40973.04296875,39796.5703125,40814.578125,40814.578125,4904347648
221,2022-01-10 15:00:00+00:00,40776.76171875,41074.7890625,40648.9453125,40904.91015625,40904.91015625,1420605440
222,2022-01-10 16:00:00+00:00,40919.83203125,41831.26953125,40906.24609375,41788.43359375,41788.43359375,0
223,2022-01-10 17:00:00+00:00,41801.9296875,41871.28125,40722.08984375,41186.15234375,41186.15234375,1783832576
224,2022-01-10 18:00:00+00:00,41183.80078125,41596.0390625,41153.84765625,41596.0390625,41596.0390625,738940928
225,2022-01-10 19:00:00+00:00,41597.1953125,41608.8359375,41326.4375,41369.8046875,41369.8046875,0
226,2022-01-10 20:00:00+00:00,41352.171875,41616.2421875,41266.39453125,41616.2421875,41616.2421875,396601344
227,2022-01-10 21:00:00+00:00,41628.48828125,41844.6640625,41628.48828125,41656.65625,41656.65625,442560512
228,2022-01-10 22:00:00+00:00,41658.5078125,41812.37890625,41620.2734375,41625.47265625,41625.47265625,46534656
229,2022-01-10 23:00:00+00:00,41626.76171875,41834.83203125,41598.72265625,41820.01953125,41820.01953125,0
230,2022-01-11 00:00:00+00:00,41819.5078125,41838.20703125,41700.94921875,41708.67578125,41708.67578125,0
231,2022-01-11 01:00:00+00:00,41707.78515625,41961.0625,41635.21875,41890.63671875,41890.63671875,377913344
232,2022-01-11 02:00:00+00:00,41891.23828125,42266.25,41848.53125,42169.5546875,42169.5546875,697608192
233,2022-01-11 03:00:00+00:00,42163.5234375,42224.609375,42084.30859375,42203.18359375,42203.18359375,187803648
234,2022-01-11 04:00:00+00:00,42206.82421875,42291.0078125,42178.71875,42253.58203125,42253.58203125,221808640
235,2022-01-11 05:00:00+00:00,42255.14453125,42296.51953125,42060.109375,42085.7578125,42085.7578125,55302144
236,2022-01-11 06:00:00+00:00,42085.21484375,42207.51171875,42055.140625,42074.83984375,42074.83984375,12425216
237,2022-01-11 07:00:00+00:00,42075.8359375,42212.0703125,42075.8359375,42212.0703125,42212.0703125,71890944
238,2022-01-11 08:00:00+00:00,42208.4375,42380.46875,42009.92578125,42014.58984375,42014.58984375,684967936
239,2022-01-11 09:00:00+00:00,42012.4375,42097.2734375,41935.49609375,42014.5703125,42014.5703125,146026496
240,2022-01-11 10:00:00+00:00,42012.1796875,42047.328125,41694.29296875,41694.29296875,41694.29296875,103456768
241,2022-01-11 11:00:00+00:00,41663.46875,41901.6640625,41663.46875,41875.859375,41875.859375,0
242,2022-01-11 12:00:00+00:00,41878.2109375,41921.8515625,41803.77734375,41876.91015625,41876.91015625,0
243,2022-01-11 13:00:00+00:00,41879.96484375,41889.4921875,41664.1171875,41701.84375,41701.84375,0
244,2022-01-11 14:00:00+00:00,41702.1328125,41811.19921875,41407.75390625,41594.31640625,41594.31640625,0
245,2022-01-11 15:00:00+00:00,41601.4140625,42030.09765625,41559.08203125,41700.80859375,41700.80859375,0
246,2022-01-11 16:00:00+00:00,41721.94140625,42782.37109375,41721.94140625,42727.37890625,42727.37890625,0
247,2022-01-11 17:00:00+00:00,42721.7421875,42971.08984375,42482.83203125,42536.46875,42536.46875,0
248,2022-01-11 18:00:00+00:00,42543.7421875,42840.87890625,42458.58984375,42737.76171875,42737.76171875,0
249,2022-01-11 19:00:00+00:00,42719.1015625,42968.16015625,42667.59375,42955.6484375,42955.6484375,71364608
