close,open,galaxy_score,alt_rank,correlation_rank,social_volume,social_dominance,average_sentiment,url_shares,tweets,tweet_spam,news,market_dominance,volatility,time
8395.253446,8380.306592,65.0,222,3.0,1835,35.24779101037264,3.7,852,1214,221,1,67.29837415077851,0.00636872,1570060800
8378.595081,8421.566237,66.0,235,3.0,1776,34.2526518804243,3.7,708,1208,189,1,67.25009822575669,0.00654544,1570064400
8496.515488,8396.996898,64.0,188,3.0,1555,33.81905176163549,3.8,644,996,145,1,67.25147773960715,0.00810564,1570068000
8390.784342,8490.615625,65.5,207,3.0,1527,31.19509703779367,3.7,632,1000,227,1,67.23598046393734,0.0084047,1570071600
8414.046999,8378.513061,51.5,226,2.0,1627,30.45105745835673,3.7,649,1081,236,1,67.17653139040823,0.00882763,1570075200
8451.351125,8378.339288,46.5,157,2.0,1749,32.89448937370697,3.7,693,1166,237,1,67.06211051907573,0.00944512,1570078800
8289.330235,8301.229253,56.0,210,2.0,1752,32.96951449002635,3.7,670,1191,261,1,67.28264415071298,0.00942831,1570082400
8291.542164,8288.513482,48.5,213,1.0,2030,38.77005347593583,3.7,871,1294,292,7,67.18816741177122,0.00930093,1570086000
8309.116035,8300.82505,46.0,212,1.0,2276,40.5848787446505,3.7,969,1517,261,1,67.24528753551074,0.00884596,1570089600
8294.015382,8311.631118,55.5,188,1.0,2030,36.73543250090481,3.7,917,1331,291,1,67.24042587305452,0.00864787,1570093200
8229.930351,8275.295633,51.5,196,1.0,1978,36.38035681441972,3.7,811,1292,255,20,66.98673918540835,0.00864306,1570096800
8231.047523,8236.096091,53.0,247,1.0,2022,36.43243243243244,3.7,893,1277,225,1,67.10686512805901,0.00879518,1570100400
8235.850191,8227.600035,45.5,219,1.0,2218,35.87835651892591,3.7,934,1457,261,1,67.13188491768052,0.00889749,1570104000
8214.231173,8223.102853,45.0,205,1.0,2370,34.74563846943263,3.7,955,1553,273,5,67.13641484184095,0.00915096,1570107600
8107.509736,8191.512802,42.0,176,1.0,2617,36.07664736696995,3.7,907,1818,245,1,66.97807641257967,0.01024575,1570111200
8119.249604,8110.732828,53.0,216,1.0,2496,35.68263045032165,3.7,995,1620,242,7,67.15273416609013,0.0109951,1570114800
8177.003628,8126.608677,56.0,196,1.0,2544,38.39420464835496,3.7,1056,1703,232,1,67.40807829677424,0.0112417,1570118400
8143.58895,8164.158786,56.0,198,1.0,2438,36.72239795149872,3.8,1097,1651,301,1,67.11755704446803,0.0117332,1570122000
8131.359036,8131.440019,44.5,243,1.0,2701,36.54939106901217,3.8,1072,1796,286,1,67.16926214556136,0.01225567,1570125600
8153.986775,8133.269192,46.0,247,1.0,2650,35.2112676056338,3.8,1097,1804,300,1,67.61768586385925,0.01262008,1570129200
8191.341667,8203.880394,47.0,321,1.0,2352,33.2955832389581,3.7,1147,1482,260,1,67.25008935776137,0.01274916,1570132800
8170.001801,8159.558078,56.5,219,1.0,2384,36.12121212121212,3.8,921,1632,254,2,67.59397812104073,0.01297186,1570136400
8199.42431,8188.224155,53.5,174,1.0,2100,34.31933322438307,3.8,942,1428,263,1,67.33422530370703,0.01297272,1570140000
8234.649632,8202.230118,53.0,222,1.0,2184,39.94147768836869,3.8,1035,1582,204,1,67.06998594022627,0.01300322,1570143600
8122.0654,8232.720442,69.0,240,1.0,1738,35.47662788324148,3.8,750,1169,196,1,66.56453387959806,0.01339874,1570147200
8145.630467,8138.314427,48.5,220,1.0,1605,33.92517438173748,3.8,647,1079,213,1,67.19544835673412,0.01336806,1570150800
8094.495467,8104.728855,44.5,261,1.0,1602,32.37671786580437,3.8,672,1059,295,4,67.00158627873813,0.01355712,1570154400
8101.017274,8099.94313,42.0,238,1.0,1571,33.43976160068114,3.7,626,1059,216,1,67.12793468640939,0.01347168,1570158000
8075.744247,8095.37499,60.0,237,2.0,1518,32.00506008855155,3.7,615,1057,224,1,66.9693672240281,0.01350493,1570161600
8104.158268,8086.815562,56.0,184,3.0,1702,34.8627611634576,3.8,662,1205,219,1,66.95502905199476,0.01210107,1570165200
8177.366923,8170.383482,59.0,187,3.0,1664,33.08808908331676,3.8,693,1172,225,1,67.08703797073875,0.01131199,1570168800
8135.622648,8128.168389,57.0,198,3.0,1982,37.91124713083397,3.7,858,1294,259,1,67.1553359925542,0.01018783,1570172400
8105.197538,8119.255368,59.0,194,3.0,1938,36.68370244179444,3.8,844,1295,241,1,66.85886446320556,0.00823519,1570176000
8238.242819,8231.66976,48.5,187,3.0,1974,36.99400299850075,3.7,889,1288,254,1,67.0194232490506,0.00793056,1570179600
8129.806949,8129.570155,66.0,175,3.0,1998,33.67037411526795,3.7,774,1372,247,1,66.87087670515707,0.00748999,1570183200
