Datetime;Temperature;Pressure;Relative_humidity;Vapor_pressure;Wind_speed;Airtight
01.07.2021 00:10;15.3;994.66;88.0;15.32;0.52;1194.25
01.07.2021 00:20;15.16;994.6;89.9;15.51;0.56;1194.67
01.07.2021 00:30;15.18;994.56;90.9;15.71;1.09;1194.45
01.07.2021 00:40;15.73;994.55;86.7;15.52;1.09;1192.25
01.07.2021 00:50;16.18;994.58;84.3;15.53;1.28;1190.43
01.07.2021 01:00;16.37;994.61;83.4;15.55;1.21;1189.67
01.07.2021 01:10;16.44;994.7;83.2;15.58;1.52;1189.48
01.07.2021 01:20;16.47;994.67;83.1;15.59;1.67;1189.31
01.07.2021 01:30;16.39;994.66;83.4;15.57;1.46;1189.65
01.07.2021 01:40;16.26;994.72;84.0;15.55;1.62;1190.25
01.07.2021 01:50;16.19;994.74;84.6;15.59;1.25;1190.55
01.07.2021 02:00;16.21;994.73;84.5;15.6;1.47;1190.46
01.07.2021 02:10;16.17;994.76;85.2;15.68;1.35;1190.61
01.07.2021 02:20;16.16;994.79;85.1;15.66;1.24;1190.71
01.07.2021 02:30;16.2;994.8;85.0;15.68;1.21;1190.55
01.07.2021 02:40;16.22;994.74;84.9;15.68;1.76;1190.39
01.07.2021 02:50;16.24;994.69;85.1;15.74;1.47;1190.22
01.07.2021 03:00;16.2;994.7;85.4;15.75;1.46;1190.39
01.07.2021 03:10;16.18;994.62;85.3;15.71;1.69;1190.39
01.07.2021 03:20;16.15;994.59;85.4;15.7;1.47;1190.48
01.07.2021 03:30;16.12;994.59;85.7;15.73;1.33;1190.6
01.07.2021 03:40;16.09;994.61;86.3;15.81;1.72;1190.71
01.07.2021 03:50;15.68;994.62;90.9;16.22;2.24;1192.23
01.07.2021 04:00;15.24;994.55;94.9;16.46;1.45;1193.85
01.07.2021 04:10;15.07;994.5;96.4;16.54;1.43;1194.46
01.07.2021 04:20;15.04;994.5;96.8;16.57;1.33;1194.56
01.07.2021 04:30;15.01;994.44;97.2;16.61;1.5;1194.6
01.07.2021 04:40;15.06;994.48;96.8;16.6;1.67;1194.45
01.07.2021 04:50;15.16;994.46;95.2;16.43;1.75;1194.08
01.07.2021 05:00;15.19;994.45;95.0;16.42;1.06;1193.95
01.07.2021 05:10;15.24;994.54;94.5;16.39;0.93;1193.86
01.07.2021 05:20;15.31;994.54;93.9;16.36;1.23;1193.59
01.07.2021 05:30;15.39;994.57;93.3;16.34;1.27;1193.3
01.07.2021 05:40;15.55;994.56;92.4;16.35;1.52;1192.63
01.07.2021 05:50;15.74;994.61;91.9;16.46;1.4;1191.86
01.07.2021 06:00;15.85;994.66;90.2;16.27;2.09;1191.55
01.07.2021 06:10;15.94;994.68;89.4;16.22;1.8;1191.22
01.07.2021 06:20;15.99;994.7;88.4;16.09;2.03;1191.11
01.07.2021 06:30;15.91;994.92;90.0;16.3;2.65;1191.6
01.07.2021 06:40;15.43;995.01;91.8;16.12;2.88;1193.78
01.07.2021 06:50;14.8;995.06;95.6;16.12;2.61;1196.44
01.07.2021 07:00;14.64;995.12;97.3;16.24;2.43;1197.13
01.07.2021 07:10;14.58;995.19;97.7;16.24;2.13;1197.46
01.07.2021 07:20;14.57;995.22;97.4;16.18;2.49;1197.57
01.07.2021 07:30;14.76;995.2;95.2;16.01;2.02;1196.84
01.07.2021 07:40;15.07;995.26;92.8;15.92;3.15;1195.66
01.07.2021 07:50;15.22;995.39;91.6;15.87;2.45;1195.22
01.07.2021 08:00;15.4;995.43;90.3;15.82;3.11;1194.54
01.07.2021 08:10;15.64;995.47;89.6;15.94;2.42;1193.54
01.07.2021 08:20;15.88;995.53;88.0;15.9;2.86;1192.63
01.07.2021 08:30;16.16;995.57;87.7;16.13;1.95;1191.42
01.07.2021 08:40;16.52;995.55;86.2;16.23;2.15;1189.89
01.07.2021 08:50;16.73;995.58;83.9;16.01;2.48;1189.16
01.07.2021 09:00;16.88;995.58;81.1;15.62;3.91;1188.71
01.07.2021 09:10;17.04;995.59;81.0;15.76;4.05;1188.0
01.07.2021 09:20;17.15;995.65;77.76;15.23;4.18;1187.87
01.07.2021 09:30;17.04;995.71;77.58;15.09;3.84;1188.46
01.07.2021 09:40;17.18;995.75;77.78;15.27;3.17;1187.85
01.07.2021 09:50;17.48;995.74;77.38;15.48;3.4;1186.52
01.07.2021 10:00;17.46;995.75;77.58;15.5;3.63;1186.6
01.07.2021 10:10;17.59;995.83;76.63;15.44;3.55;1186.19
01.07.2021 10:20;17.54;995.9;75.18;15.1;3.86;1186.63
01.07.2021 10:30;17.43;995.96;75.15;14.99;3.68;1187.2
01.07.2021 10:40;18.0;996.05;73.62;15.22;3.06;1184.89
01.07.2021 10:50;17.44;996.19;74.77;14.92;2.87;1187.47
01.07.2021 11:00;16.72;996.19;77.21;14.72;3.54;1190.51
01.07.2021 11:10;16.28;996.2;78.46;14.55;4.36;1192.42
01.07.2021 11:20;16.27;996.19;79.41;14.71;3.4;1192.37
01.07.2021 11:30;16.71;996.18;78.38;14.93;3.07;1190.44
01.07.2021 11:40;17.09;996.13;74.89;14.62;3.88;1188.97
01.07.2021 11:50;16.94;996.08;74.58;14.42;3.51;1189.62
01.07.2021 12:00;17.21;996.1;75.13;14.78;2.59;1188.37
01.07.2021 12:10;18.18;996.01;72.02;15.06;3.05;1184.18
01.07.2021 12:20;18.2;995.98;69.73;14.6;4.34;1184.28
01.07.2021 12:30;17.54;996.09;72.23;14.5;4.36;1187.13
01.07.2021 12:40;18.0;996.07;70.55;14.58;3.74;1185.2
01.07.2021 12:50;18.29;996.19;68.69;14.46;3.98;1184.22
01.07.2021 13:00;17.98;996.34;68.99;14.24;4.67;1185.76
01.07.2021 13:10;17.8;996.39;69.76;14.24;3.58;1186.56
01.07.2021 13:20;17.76;996.39;69.92;14.24;5.09;1186.72
01.07.2021 13:30;17.81;996.47;69.79;14.26;4.14;1186.6
01.07.2021 13:40;18.08;996.46;68.97;14.33;4.69;1185.46
01.07.2021 13:50;17.76;996.49;69.64;14.18;4.44;1186.87
01.07.2021 14:00;17.59;996.57;71.64;14.43;3.37;1187.54
01.07.2021 14:10;17.77;996.56;69.67;14.2;3.88;1186.9
01.07.2021 14:20;17.26;996.64;71.28;14.06;4.08;1189.14
01.07.2021 14:30;17.16;996.72;71.73;14.06;3.79;1189.64
01.07.2021 14:40;17.45;996.78;71.88;14.35;2.42;1188.4
01.07.2021 14:50;17.41;996.82;71.77;14.29;3.31;1188.64
01.07.2021 15:00;17.14;996.91;72.52;14.2;3.72;1189.89
01.07.2021 15:10;17.13;996.97;72.29;14.15;3.32;1190.03
01.07.2021 15:20;17.18;997.05;71.96;14.13;4.34;1189.93
01.07.2021 15:30;16.93;997.14;73.16;14.14;4.39;1191.06
01.07.2021 15:40;16.7;997.23;75.59;14.39;3.5;1191.99
01.07.2021 15:50;16.22;997.32;79.72;14.72;4.03;1193.93
01.07.2021 16:00;15.64;997.44;84.4;15.02;4.5;1196.33
01.07.2021 16:10;15.29;997.5;87.1;15.16;3.88;1197.8
01.07.2021 16:20;15.34;997.53;87.9;15.34;3.95;1197.54
01.07.2021 16:30;15.26;997.5;86.9;15.09;3.43;1197.96
01.07.2021 16:40;15.81;997.51;82.8;14.9;3.6;1195.78
01.07.2021 16:50;16.07;997.56;79.72;14.58;3.77;1194.91
01.07.2021 17:00;16.08;997.53;78.37;14.34;3.97;1194.94
01.07.2021 17:10;16.09;997.54;78.89;14.45;3.4;1194.86
01.07.2021 17:20;15.96;997.6;79.31;14.41;3.93;1195.48
01.07.2021 17:30;15.8;997.66;80.6;14.49;3.57;1196.18
01.07.2021 17:40;15.73;997.71;81.4;14.57;2.86;1196.5
01.07.2021 17:50;15.64;997.83;81.7;14.54;2.75;1197.03
01.07.2021 18:00;15.49;997.87;82.1;14.47;3.77;1197.73
01.07.2021 18:10;15.35;997.88;82.3;14.38;3.15;1198.37
01.07.2021 18:20;15.31;997.92;81.7;14.23;3.29;1198.65
01.07.2021 18:30;15.28;997.95;82.6;14.36;2.97;1198.75
01.07.2021 18:40;15.08;997.96;83.9;14.4;3.1;1199.57
01.07.2021 18:50;14.84;997.97;86.1;14.55;2.44;1200.51
01.07.2021 19:00;14.74;998.01;87.3;14.66;2.07;1200.94
01.07.2021 19:10;14.81;998.07;87.5;14.76;1.56;1200.66
01.07.2021 19:20;14.82;998.08;87.2;14.72;1.75;1200.65
01.07.2021 19:30;14.85;998.12;87.0;14.72;1.73;1200.58
01.07.2021 19:40;14.89;998.15;86.3;14.63;1.8;1200.48
01.07.2021 19:50;14.95;998.21;85.9;14.62;1.81;1200.31
01.07.2021 20:00;15.0;998.27;85.4;14.58;1.85;1200.19
01.07.2021 20:10;14.98;998.36;85.5;14.58;2.03;1200.39
01.07.2021 20:20;14.8;998.43;86.8;14.63;1.92;1201.2
01.07.2021 20:30;14.57;998.53;88.9;14.77;2.17;1202.22
01.07.2021 20:40;14.24;998.56;91.7;14.91;2.52;1203.57
01.07.2021 20:50;13.88;998.61;95.1;15.11;1.9;1205.05
01.07.2021 21:00;13.67;998.67;97.6;15.29;1.28;1205.92
01.07.2021 21:10;13.56;998.69;98.7;15.35;1.24;1206.38
01.07.2021 21:20;13.49;998.69;98.8;15.3;1.26;1206.7
01.07.2021 21:30;13.49;998.73;99.1;15.35;1.34;1206.72
01.07.2021 21:40;13.52;998.71;99.2;15.39;1.14;1206.56
01.07.2021 21:50;13.58;998.7;98.7;15.37;1.31;1206.3
01.07.2021 22:00;13.68;998.68;98.2;15.4;1.2;1205.84
01.07.2021 22:10;13.74;998.63;97.9;15.41;1.27;1205.53
01.07.2021 22:20;13.76;998.66;97.7;15.4;1.43;1205.48
01.07.2021 22:30;13.83;998.67;96.8;15.33;1.14;1205.23
01.07.2021 22:40;13.93;998.67;96.1;15.31;1.29;1204.82
01.07.2021 22:50;13.94;998.75;95.9;15.29;1.34;1204.88
01.07.2021 23:00;14.0;998.77;95.9;15.35;0.91;1204.64
01.07.2021 23:10;13.96;998.72;96.4;15.39;0.97;1204.72
01.07.2021 23:20;14.02;998.77;95.6;15.32;1.2;1204.56
01.07.2021 23:30;14.03;998.75;95.3;15.29;1.17;1204.51
01.07.2021 23:40;14.04;998.77;95.2;15.28;1.64;1204.49
01.07.2021 23:50;14.04;998.75;95.0;15.25;1.5;1204.49
02.07.2021 00:00;14.05;998.75;95.0;15.26;1.46;1204.44
02.07.2021 00:10;14.04;998.73;95.1;15.26;1.55;1204.45
02.07.2021 00:20;14.04;998.72;95.0;15.25;1.9;1204.46
02.07.2021 00:30;13.97;998.68;95.3;15.23;2.11;1204.7
02.07.2021 00:40;13.94;998.66;95.6;15.24;1.74;1204.8
02.07.2021 00:50;13.97;998.64;95.7;15.29;1.91;1204.63
02.07.2021 01:00;13.98;998.62;95.5;15.27;1.37;1204.57
02.07.2021 01:10;14.03;998.62;95.2;15.27;1.33;1204.36
02.07.2021 01:20;14.1;998.63;94.7;15.26;1.1;1204.09
02.07.2021 01:30;14.12;998.63;94.8;15.29;1.19;1203.98
02.07.2021 01:40;14.12;998.56;94.8;15.29;1.7;1203.9
02.07.2021 01:50;14.17;998.54;94.2;15.25;1.97;1203.69
02.07.2021 02:00;14.18;998.49;94.3;15.27;1.91;1203.57
02.07.2021 02:10;14.18;998.44;94.2;15.26;1.49;1203.52
02.07.2021 02:20;14.21;998.49;93.8;15.22;1.82;1203.47
02.07.2021 02:30;14.23;998.5;93.6;15.21;1.73;1203.41
02.07.2021 02:40;14.24;998.55;93.6;15.22;1.65;1203.42
02.07.2021 02:50;14.21;998.54;94.1;15.27;1.9;1203.51
02.07.2021 03:00;14.2;998.52;94.3;15.29;1.33;1203.51
02.07.2021 03:10;14.2;998.53;94.3;15.29;2.04;1203.53
02.07.2021 03:20;14.19;998.5;94.3;15.28;1.87;1203.54
02.07.2021 03:30;14.22;998.5;93.8;15.23;1.93;1203.44
02.07.2021 03:40;14.25;998.46;93.7;15.25;2.14;1203.25
02.07.2021 03:50;14.24;998.42;93.7;15.24;2.33;1203.26
02.07.2021 04:00;14.24;998.49;93.8;15.25;2.33;1203.34
02.07.2021 04:10;14.23;998.58;93.9;15.26;1.51;1203.48
02.07.2021 04:20;14.25;998.66;93.5;15.21;1.87;1203.52
02.07.2021 04:30;14.3;998.71;92.9;15.16;1.98;1203.38
02.07.2021 04:40;14.32;998.81;93.2;15.23;1.34;1203.39
02.07.2021 04:50;14.33;998.87;93.4;15.28;2.3;1203.41
02.07.2021 05:00;14.32;998.94;93.9;15.35;1.58;1203.5
02.07.2021 05:10;14.31;998.97;94.0;15.35;2.0;1203.57
02.07.2021 05:20;14.3;999.01;94.4;15.41;1.66;1203.63
02.07.2021 05:30;14.28;999.12;94.6;15.42;1.95;1203.85
02.07.2021 05:40;14.26;999.18;95.3;15.52;2.57;1203.97
02.07.2021 05:50;14.26;999.23;95.4;15.53;1.43;1204.02
02.07.2021 06:00;14.26;999.26;95.7;15.58;1.78;1204.03
02.07.2021 06:10;14.24;999.28;96.1;15.63;1.9;1204.12
02.07.2021 06:20;14.23;999.36;96.3;15.65;2.77;1204.25
02.07.2021 06:30;14.25;999.41;96.3;15.67;2.17;1204.21
02.07.2021 06:40;14.29;999.49;96.1;15.68;1.85;1204.15
02.07.2021 06:50;14.36;999.55;95.9;15.71;1.7;1203.9
02.07.2021 07:00;14.51;999.56;95.5;15.8;1.69;1203.25
02.07.2021 07:10;14.63;999.59;95.6;15.94;1.28;1202.71
02.07.2021 07:20;14.75;999.62;95.0;15.96;1.38;1202.25
02.07.2021 07:30;14.94;999.66;94.0;15.99;1.4;1201.49
02.07.2021 07:40;15.18;999.68;93.0;16.07;2.07;1200.47
02.07.2021 07:50;15.25;999.72;92.0;15.97;2.18;1200.28
02.07.2021 08:00;15.19;999.77;92.4;15.97;2.34;1200.58
02.07.2021 08:10;15.22;999.83;92.7;16.06;1.58;1200.5
02.07.2021 08:20;15.32;999.79;92.5;16.13;2.25;1200.0
02.07.2021 08:30;15.5;999.9;92.0;16.23;2.18;1199.34
02.07.2021 08:40;15.37;1000.04;92.1;16.11;1.61;1200.1
02.07.2021 08:50;15.21;1000.09;92.8;16.06;2.02;1200.85
02.07.2021 09:00;15.31;1000.09;92.8;16.17;1.59;1200.38
02.07.2021 09:10;15.34;1000.17;92.4;16.13;1.64;1200.37
02.07.2021 09:20;15.32;1000.25;92.8;16.18;1.56;1200.53
02.07.2021 09:30;15.29;1000.31;92.2;16.04;1.79;1200.79
02.07.2021 09:40;15.34;1000.39;92.1;16.08;2.28;1200.66
02.07.2021 09:50;15.44;1000.46;91.3;16.04;1.79;1200.35
02.07.2021 10:00;15.64;1000.53;90.9;16.18;1.56;1199.54
02.07.2021 10:10;15.81;1000.57;89.2;16.05;1.22;1198.94
02.07.2021 10:20;15.99;1000.6;88.8;16.16;1.47;1198.18
02.07.2021 10:30;15.94;1000.6;88.9;16.13;1.99;1198.4
02.07.2021 10:40;15.9;1000.63;89.3;16.16;2.24;1198.59
02.07.2021 10:50;15.9;1000.73;90.1;16.3;2.52;1198.64
02.07.2021 11:00;15.96;1000.8;89.7;16.29;2.42;1198.48
02.07.2021 11:10;15.85;1000.9;90.7;16.36;1.92;1199.03
02.07.2021 11:20;16.0;1000.93;90.2;16.43;1.67;1198.41
02.07.2021 11:30;16.33;1000.95;89.1;16.57;1.41;1197.01
02.07.2021 11:40;16.82;1001.05;86.5;16.6;1.13;1195.09
02.07.2021 11:50;16.96;1001.08;86.1;16.67;2.04;1194.52
02.07.2021 12:00;16.62;1001.08;87.3;16.54;2.26;1195.98
02.07.2021 12:10;16.82;1001.04;87.1;16.71;1.86;1195.02
02.07.2021 12:20;17.22;1001.08;85.0;16.73;1.52;1193.42
02.07.2021 12:30;17.8;1001.05;82.4;16.82;1.4;1190.96
02.07.2021 12:40;17.58;1001.02;81.2;16.35;2.91;1192.04
02.07.2021 12:50;17.47;1000.98;82.3;16.45;2.45;1192.4
02.07.2021 13:00;17.67;1000.97;82.1;16.62;2.41;1191.49
02.07.2021 13:10;17.45;1000.9;81.9;16.35;2.61;1192.43
02.07.2021 13:20;17.63;1000.85;81.7;16.5;2.12;1191.57
02.07.2021 13:30;18.11;1000.8;79.5;16.55;1.37;1189.51
02.07.2021 13:40;18.58;1000.82;77.73;16.66;1.46;1187.58
02.07.2021 13:50;18.21;1000.87;78.3;16.4;2.83;1189.27
02.07.2021 14:00;18.29;1000.91;77.76;16.37;2.17;1189.0
02.07.2021 14:10;18.38;1000.95;77.3;16.37;1.72;1188.68
02.07.2021 14:20;18.43;1001.0;77.8;16.52;2.14;1188.47
02.07.2021 14:30;18.32;1001.05;78.06;16.46;2.47;1189.0
02.07.2021 14:40;18.25;1001.1;77.54;16.28;2.68;1189.43
02.07.2021 14:50;18.12;1001.16;77.84;16.21;2.32;1190.06
02.07.2021 15:00;18.07;1001.19;78.62;16.32;2.12;1190.25
02.07.2021 15:10;18.06;1001.21;78.87;16.37;1.84;1190.29
02.07.2021 15:20;18.01;1001.27;79.39;16.42;2.15;1190.55
02.07.2021 15:30;17.85;1001.32;79.34;16.25;2.15;1191.34
02.07.2021 15:40;17.94;1001.36;79.01;16.27;2.74;1191.01
02.07.2021 15:50;17.77;1001.45;79.2;16.14;3.8;1191.87
02.07.2021 16:00;17.57;1001.56;79.97;16.09;2.82;1192.85
02.07.2021 16:10;17.53;1001.56;79.7;15.99;2.81;1193.06
02.07.2021 16:20;17.48;1001.57;80.4;16.08;2.61;1193.24
02.07.2021 16:30;17.63;1001.53;80.2;16.2;2.27;1192.52
02.07.2021 16:40;17.67;1001.57;80.1;16.22;2.78;1192.39
02.07.2021 16:50;17.45;1001.63;81.2;16.21;2.32;1193.36
02.07.2021 17:00;17.51;1001.63;80.9;16.22;1.74;1193.12
02.07.2021 17:10;17.5;1001.61;80.8;16.18;2.26;1193.15
02.07.2021 17:20;17.37;1001.57;81.6;16.21;2.1;1193.62
02.07.2021 17:30;17.37;1001.6;82.2;16.33;1.8;1193.6
02.07.2021 17:40;17.37;1001.65;82.4;16.37;1.82;1193.65
02.07.2021 17:50;17.27;1001.61;83.3;16.44;1.52;1193.98
02.07.2021 18:00;17.18;1001.59;84.1;16.51;1.47;1194.3
02.07.2021 18:10;17.07;1001.56;85.3;16.63;1.37;1194.66
02.07.2021 18:20;16.98;1001.55;86.0;16.67;1.33;1195.0
02.07.2021 18:30;16.9;1001.5;86.6;16.7;1.33;1195.26
02.07.2021 18:40;16.88;1001.46;87.8;16.91;0.83;1195.19
02.07.2021 18:50;16.92;1001.48;87.2;16.84;0.58;1195.09
02.07.2021 19:00;16.93;1001.45;85.4;16.5;0.81;1195.16
02.07.2021 19:10;16.97;1001.49;85.9;16.64;0.5;1194.99
02.07.2021 19:20;16.98;1001.5;85.9;16.65;0.3;1194.95
02.07.2021 19:30;16.99;1001.57;87.1;16.89;0.23;1194.88
02.07.2021 19:40;16.85;1001.6;89.0;17.11;0.27;1195.39
02.07.2021 19:50;16.68;1001.62;90.8;17.27;0.54;1196.05
02.07.2021 20:00;16.55;1001.68;91.0;17.16;0.55;1196.7
02.07.2021 20:10;16.5;1001.74;92.6;17.41;0.39;1196.87
02.07.2021 20:20;16.35;1001.72;95.1;17.71;0.32;1197.34
02.07.2021 20:30;16.19;1001.69;94.8;17.47;0.57;1198.06
02.07.2021 20:40;16.04;1001.7;95.7;17.47;0.57;1198.7
02.07.2021 20:50;15.81;1001.74;96.8;17.41;0.38;1199.73
02.07.2021 21:00;15.6;1001.75;97.8;17.36;0.6;1200.64
02.07.2021 21:10;15.35;1001.74;98.5;17.21;0.54;1201.74
02.07.2021 21:20;14.86;1001.7;99.0;16.76;0.9;1203.94
02.07.2021 21:30;14.33;1001.66;99.9;16.34;1.03;1206.3
02.07.2021 21:40;13.88;1001.59;100.0;15.88;0.45;1208.31
02.07.2021 21:50;13.37;1001.55;100.0;15.37;0.45;1210.65
02.07.2021 22:00;13.0;1001.48;100.0;15.0;0.47;1212.31
02.07.2021 22:10;12.71;1001.4;100.0;14.72;0.22;1213.57
02.07.2021 22:20;12.56;1001.38;100.0;14.57;0.41;1214.24
02.07.2021 22:30;12.19;1001.39;100.0;14.22;0.48;1215.99
02.07.2021 22:40;11.85;1001.41;100.0;13.91;0.59;1217.61
02.07.2021 22:50;11.94;1001.4;100.0;13.99;0.68;1217.18
02.07.2021 23:00;11.78;1001.35;100.0;13.84;0.45;1217.87
02.07.2021 23:10;11.56;1001.33;100.0;13.64;0.51;1218.88
02.07.2021 23:20;11.27;1001.34;100.0;13.38;0.34;1220.26
02.07.2021 23:30;11.37;1001.48;100.0;13.47;0.54;1219.95
02.07.2021 23:40;11.16;1001.56;100.0;13.28;0.48;1221.04
02.07.2021 23:50;10.88;1001.57;100.0;13.04;0.22;1222.37
03.07.2021 00:00;10.62;1001.58;100.0;12.81;0.33;1223.61
03.07.2021 00:10;10.31;1001.57;100.0;12.55;0.33;1225.05
03.07.2021 00:20;10.5;1001.61;100.0;12.71;0.36;1224.21
03.07.2021 00:30;10.43;1001.63;100.0;12.65;0.5;1224.57
03.07.2021 00:40;10.36;1001.63;100.0;12.59;0.25;1224.89
03.07.2021 00:50;10.1;1001.59;100.0;12.38;0.28;1226.07
03.07.2021 01:00;10.09;1001.57;100.0;12.37;0.42;1226.09
03.07.2021 01:10;9.96;1001.6;100.0;12.26;0.35;1226.74
03.07.2021 01:20;10.1;1001.54;100.0;12.38;0.41;1226.01
03.07.2021 01:30;10.09;1001.52;100.0;12.37;0.2;1226.03
03.07.2021 01:40;10.3;1001.53;100.0;12.54;0.15;1225.06
03.07.2021 01:50;10.79;1001.45;100.0;12.96;0.36;1222.65
03.07.2021 02:00;11.44;1001.37;100.0;13.53;0.24;1219.5
03.07.2021 02:10;11.71;1001.33;100.0;13.78;0.26;1218.18
03.07.2021 02:20;12.04;1001.27;100.0;14.08;0.57;1216.55
03.07.2021 02:30;12.18;1001.21;100.0;14.21;0.51;1215.82
03.07.2021 02:40;12.23;1001.14;100.0;14.26;0.51;1215.5
03.07.2021 02:50;12.26;1001.09;100.0;14.29;1.22;1215.29
03.07.2021 03:00;12.34;1001.07;100.0;14.36;0.39;1214.9
03.07.2021 03:10;12.39;1001.1;100.0;14.41;0.37;1214.7
03.07.2021 03:20;12.34;1001.11;100.0;14.36;0.87;1214.95
03.07.2021 03:30;12.3;1001.16;100.0;14.32;0.91;1215.2
03.07.2021 03:40;12.29;1001.19;100.0;14.31;0.7;1215.29
03.07.2021 03:50;12.16;1001.2;100.0;14.19;0.45;1215.9
03.07.2021 04:00;12.24;1001.18;100.0;14.27;0.52;1215.5
03.07.2021 04:10;12.35;1001.19;100.0;14.37;0.76;1215.0
03.07.2021 04:20;12.31;1001.23;100.0;14.33;1.37;1215.23
03.07.2021 04:30;12.24;1001.26;100.0;14.27;1.2;1215.61
03.07.2021 04:40;12.16;1001.32;100.0;14.19;1.23;1216.05
03.07.2021 04:50;12.12;1001.34;100.0;14.16;1.7;1216.27
03.07.2021 05:00;12.0;1001.32;100.0;14.04;1.48;1216.79
03.07.2021 05:10;11.94;1001.33;100.0;13.99;1.41;1217.09
03.07.2021 05:20;11.9;1001.43;100.0;13.95;0.85;1217.4
03.07.2021 05:30;11.96;1001.43;100.0;14.01;1.25;1217.12
03.07.2021 05:40;11.91;1001.37;100.0;13.96;1.01;1217.29
03.07.2021 05:50;11.98;1001.33;100.0;14.03;1.24;1216.91
03.07.2021 06:00;12.0;1001.28;100.0;14.04;0.98;1216.75
03.07.2021 06:10;12.15;1001.27;100.0;14.18;1.05;1216.04
03.07.2021 06:20;12.22;1001.22;100.0;14.25;1.16;1215.65
03.07.2021 06:30;12.3;1001.22;100.0;14.32;1.13;1215.28
03.07.2021 06:40;12.34;1001.21;100.0;14.36;1.52;1215.08
03.07.2021 06:50;12.39;1001.23;100.0;14.41;1.69;1214.86
03.07.2021 07:00;12.43;1001.2;100.0;14.45;1.21;1214.63
03.07.2021 07:10;12.54;1001.2;100.0;14.55;1.2;1214.12
03.07.2021 07:20;12.89;1001.22;100.0;14.89;0.78;1212.5
03.07.2021 07:30;13.21;1001.19;100.0;15.21;0.98;1210.97
03.07.2021 07:40;13.33;1001.11;100.0;15.33;0.89;1210.31
03.07.2021 07:50;13.66;1001.07;100.0;15.66;0.76;1208.71
03.07.2021 08:00;14.27;1001.05;100.0;16.29;1.13;1205.83
03.07.2021 08:10;15.12;1000.94;98.9;17.02;1.07;1201.81
03.07.2021 08:20;15.84;1000.9;94.1;16.96;1.17;1198.8
03.07.2021 08:30;16.78;1000.83;89.1;17.05;0.7;1194.78
03.07.2021 08:40;17.65;1000.77;85.3;17.25;0.54;1191.05
03.07.2021 08:50;18.39;1000.66;82.6;17.5;0.93;1187.78
03.07.2021 09:00;18.94;1000.52;80.5;17.65;0.93;1185.3
03.07.2021 09:10;19.51;1000.48;77.86;17.69;0.9;1182.93
03.07.2021 09:20;20.17;1000.45;72.6;17.18;0.82;1180.46
03.07.2021 09:30;20.58;1000.38;70.13;17.02;3.02;1178.81
03.07.2021 09:40;20.97;1000.26;68.16;16.95;1.2;1177.14
03.07.2021 09:50;21.4;1000.15;62.15;15.87;1.01;1175.77
03.07.2021 10:00;21.43;1000.1;62.0;15.86;0.89;1175.6
03.07.2021 10:10;20.97;1000.08;64.32;15.99;1.59;1177.35
03.07.2021 10:20;20.96;999.99;62.67;15.57;1.63;1177.48
03.07.2021 10:30;21.5;1000.0;60.3;15.49;1.5;1175.36
03.07.2021 10:40;21.79;999.99;59.72;15.61;1.62;1174.14
03.07.2021 10:50;22.0;999.88;58.69;15.54;2.38;1173.21
03.07.2021 11:00;22.47;999.8;53.83;14.67;1.66;1171.63
03.07.2021 11:10;22.96;999.72;50.21;14.09;1.33;1169.85
03.07.2021 11:20;22.62;999.69;53.36;14.67;1.45;1170.91
03.07.2021 11:30;22.21;999.64;53.34;14.31;2.03;1172.63
03.07.2021 11:40;22.65;999.59;50.27;13.85;2.73;1171.04
03.07.2021 11:50;22.91;999.56;48.93;13.69;2.93;1170.05
03.07.2021 12:00;23.11;999.49;48.86;13.84;2.13;1169.11
03.07.2021 12:10;23.4;999.41;48.92;14.1;2.27;1167.75
03.07.2021 12:20;23.73;999.36;45.69;13.44;2.11;1166.69
03.07.2021 12:30;24.14;999.32;48.82;14.71;2.25;1164.47
03.07.2021 12:40;23.9;999.29;45.64;13.56;1.91;1165.88
03.07.2021 12:50;23.99;999.15;46.39;13.86;2.07;1165.24
03.07.2021 13:00;24.21;999.0;45.39;13.74;2.65;1164.25
03.07.2021 13:10;24.14;998.95;44.48;13.41;2.24;1164.62
03.07.2021 13:20;23.68;998.83;46.87;13.74;1.84;1166.14
03.07.2021 13:30;24.25;998.67;47.01;14.26;2.14;1163.48
03.07.2021 13:40;24.48;998.57;44.63;13.73;2.32;1162.69
03.07.2021 13:50;24.74;998.53;46.27;14.45;1.74;1161.31
03.07.2021 14:00;24.73;998.43;43.75;13.66;1.68;1161.58
03.07.2021 14:10;24.1;998.35;45.6;13.71;1.82;1163.93
03.07.2021 14:20;24.59;998.21;42.6;13.19;1.11;1162.08
03.07.2021 14:30;24.87;998.09;44.46;14.0;2.5;1160.49
03.07.2021 14:40;25.02;998.12;43.49;13.81;1.39;1160.03
03.07.2021 14:50;25.39;998.0;42.43;13.78;1.93;1158.46
03.07.2021 15:00;25.5;997.91;39.91;13.04;1.59;1158.26
03.07.2021 15:10;25.99;997.84;39.1;13.16;1.35;1156.23
03.07.2021 15:20;25.89;997.8;39.09;13.07;2.1;1156.61
03.07.2021 15:30;25.37;997.8;38.33;12.43;1.97;1158.9
03.07.2021 15:40;24.76;997.76;40.07;12.53;0.93;1161.19
03.07.2021 15:50;25.7;997.73;38.0;12.57;1.92;1157.49
